"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"295","The future of shopping! https://t.co/0OoVmmXj23

#Tech #AmazonGo 
#DeepLearning #Retail https://t.co/7THjDNDWyA",FALSE,0,NA,2016-12-14 06:55:00,FALSE,NA,"808928258389581824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_GauravKhanna",1,FALSE,FALSE,NA,NA,"Global","en","http://pbs.twimg.com/profile_images/779251823047745536/kA9Gqbrm_normal.jpg"
"296","#AmazonGo will eliminate jobs but rejecting it is just delaying the inevitable. #startups #entrepreneur",FALSE,1,NA,2016-12-14 06:35:56,FALSE,NA,"808923458981740545",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hhtong",1,FALSE,FALSE,NA,NA,"Singapore","en","http://pbs.twimg.com/profile_images/744166203095027713/RM8K4Qc1_normal.jpg"
"297","#AmazonGo is a new kind of store with no lines and no checkout. Watch the video: https://t.co/Mzri0vmvrt via @amazon",FALSE,0,NA,2016-12-14 06:21:06,FALSE,NA,"808919728370708482",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","viv1ag",0,FALSE,FALSE,NA,NA,"Gurgaon, Haryana","en","http://pbs.twimg.com/profile_images/545133083213574145/0dXCdIt4_normal.jpeg"
"298","This concept store will change the way you shop...

#meritumfg #commonsenseinvesting #amazongo https://t.co/TUMMmhWjw5",FALSE,0,NA,2016-12-14 06:15:42,FALSE,NA,"808918366203289601",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","meritumfg",0,FALSE,FALSE,NA,NA,"Horsham, Victoria","en","http://pbs.twimg.com/profile_images/2480878868/meritum_colour_250_normal.JPG"
"299","RT @robnagdalyan: Another Gamechanger in shopping technologies is coming in 2017 from @amazon as 'Amazon Go'. #AmazonGo",FALSE,0,NA,2016-12-14 05:56:40,FALSE,NA,"808913579663572992",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","get_rts",30,TRUE,FALSE,NA,NA,"","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_6_normal.png"
"300","RT @RoosterTeeth: What would shopping look like if you could walk into a store, get what you want, and just... go? @Amazon #AmazonGo https:…",FALSE,0,NA,2016-12-14 05:36:00,FALSE,NA,"808908378726694912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MattBab4",109,TRUE,FALSE,NA,NA,"Australia","en","http://pbs.twimg.com/profile_images/784578488414171136/X8l8zZOX_normal.jpg"
"301","RT @DrGailB: #AmazonGo - Experimenting Really Does Matter Says Investor Roger McNamee/ @moonalice on @CNBC's @SquawkAlley https://t.co/VvkI…",FALSE,0,NA,2016-12-14 05:27:59,FALSE,NA,"808906357722189824",NA,"<a href=""https://copromote.com/"" rel=""nofollow"">CoPromote</a>","WithABlast",41,TRUE,FALSE,NA,NA,"Johannesburg, South Africa","en","http://pbs.twimg.com/profile_images/640227788318863360/86MZivEt_normal.jpg"
"302","RT @RoosterTeeth: What would shopping look like if you could walk into a store, get what you want, and just... go? @Amazon #AmazonGo https:…",FALSE,0,NA,2016-12-14 05:22:28,FALSE,NA,"808904969713831936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HockLiz",109,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/794015199284068352/sEpiCUiT_normal.jpg"
"303","LG is taking a 4K HDR monitor with USB-C to CES | https://t.co/pOOkoKX9Pc | #AmazonGo",FALSE,0,NA,2016-12-14 05:16:58,FALSE,NA,"808903589020270592",NA,"<a href=""http://www.socialracemedia.com/twitter/"" rel=""nofollow"">Social Race Media</a>","StageFrightAmps",0,FALSE,FALSE,NA,NA,"Denver, Colorado, USA","en","http://pbs.twimg.com/profile_images/502830767638990848/J_G3puyt_normal.jpeg"
"304","RT @RoosterTeeth: What would shopping look like if you could walk into a store, get what you want, and just... go? @Amazon #AmazonGo https:…",FALSE,0,NA,2016-12-14 05:10:25,FALSE,NA,"808901937668259841",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RTManitoba",109,TRUE,FALSE,NA,NA,"Winnipeg, Manitoba","en","http://pbs.twimg.com/profile_images/493416641296728064/JPbLiDjQ_normal.jpeg"
"305","RT @amazon: Introducing #AmazonGo, a new kind of store with no lines and no checkout. https://t.co/WMii0bWevi https://t.co/OmZdzobA5F",FALSE,0,NA,2016-12-14 05:06:26,FALSE,NA,"808900935418343424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sergioim77",21839,TRUE,FALSE,NA,NA,"","es","http://pbs.twimg.com/profile_images/757636247414247424/Q7212TS7_normal.jpg"
"306","RT @amazon: Introducing #AmazonGo, a new kind of store with no lines and no checkout. https://t.co/WMii0bWevi https://t.co/OmZdzobA5F",FALSE,0,NA,2016-12-14 05:04:36,FALSE,NA,"808900475340857345",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SamJanuary",21839,TRUE,FALSE,NA,NA,"Brunei Darussalam ","en","http://pbs.twimg.com/profile_images/720210420271702016/BJgoGzqm_normal.jpg"
"307","#Panasonic goes a step further in automated checkout technology which packs your items too. #AmazonGo has a competit…https://t.co/rbnSzvuec8",FALSE,0,NA,2016-12-14 05:00:32,FALSE,NA,"808899450492125185",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","goelabhi143",0,FALSE,FALSE,NA,NA,"Chandigarh, India","en","http://pbs.twimg.com/profile_images/788516835293401089/OoYQ13ZO_normal.jpg"
"308","#store owners, learn how an #app like #amazonGo can help your #SMB grow to the next stage https://t.co/2Vbzkwqf5z",FALSE,1,NA,2016-12-14 04:58:18,FALSE,NA,"808898891399700484",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LeoLawrence318",0,FALSE,FALSE,NA,NA,"California, USA","en","http://pbs.twimg.com/profile_images/562949007622668288/6aE2djAc_normal.jpeg"
"309","RT @robnagdalyan: Another Gamechanger in shopping technologies is coming in 2017 from @amazon as 'Amazon Go'. #AmazonGo",FALSE,0,NA,2016-12-14 04:56:32,FALSE,NA,"808898445591330819",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","eloisitasan",30,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/755837587911127040/EiQuwYTg_normal.jpg"
"310","RT @amazon: Introducing #AmazonGo, a new kind of store with no lines and no checkout. https://t.co/WMii0bWevi https://t.co/OmZdzobA5F",FALSE,0,NA,2016-12-14 04:54:29,FALSE,NA,"808897930908368896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","0hhkp",21839,TRUE,FALSE,NA,NA,"New York","en","http://pbs.twimg.com/profile_images/750411795341377536/S1LaS69Y_normal.jpg"
"311","RT @robnagdalyan: Another Gamechanger in shopping technologies is coming in 2017 from @amazon as 'Amazon Go'. #AmazonGo",FALSE,0,NA,2016-12-14 04:45:53,FALSE,NA,"808895763048792064",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","feruriell",30,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/755838380882010113/VXFqAQhS_normal.jpg"
"312","#privacy #GDPR #AmazonGo stores could watch, listen, and remember your every move - The Verge https://t.co/4U1Cu2OfOL",FALSE,0,NA,2016-12-14 04:42:43,FALSE,NA,"808894968999841793",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","MCPLLM",0,FALSE,FALSE,NA,NA,"France","en","http://pbs.twimg.com/profile_images/793023821779505156/sV-bkqTl_normal.jpg"
"313","#store owners, learn how an #app like #amazonGo can help your #SMB grow to the next stage https://t.co/7zRvDoDvvv",FALSE,2,NA,2016-12-14 04:41:19,FALSE,NA,"808894616242159617",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vidrasha",0,FALSE,FALSE,NA,NA,"California, USA","en","http://pbs.twimg.com/profile_images/661172312259989505/HI91XSRY_normal.jpg"
"314","RT @RoosterTeeth: What would shopping look like if you could walk into a store, get what you want, and just... go? @Amazon #AmazonGo https:…",FALSE,0,NA,2016-12-14 04:41:18,FALSE,NA,"808894610877677568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","timcox58",109,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/795127295069618176/pc5_zHCv_normal.jpg"
"315","RT @RoosterTeeth: What would shopping look like if you could walk into a store, get what you want, and just... go? @Amazon #AmazonGo https:…",FALSE,0,NA,2016-12-14 04:30:39,FALSE,NA,"808891929895309312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dead_panda6",109,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/778320906141765632/mg7ipfAR_normal.jpg"
"316","This video shows how #AmazonGo would transform the Super Market Billing System
https://t.co/KSM1HHvZIT https://t.co/YKakV58TyH",FALSE,0,NA,2016-12-14 04:28:44,FALSE,NA,"808891448376655872",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","thestartupmojoo",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/774653949207011328/MOpiD787_normal.jpg"
"317","RT @robnagdalyan: Another Gamechanger in shopping technologies is coming in 2017 from @amazon as 'Amazon Go'. #AmazonGo",FALSE,0,NA,2016-12-14 04:22:32,FALSE,NA,"808889890280767489",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","meridlau",30,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/755837117960290304/C3QS8a68_normal.jpg"
"318","RT @RoosterTeeth: What would shopping look like if you could walk into a store, get what you want, and just... go? @Amazon #AmazonGo https:…",FALSE,0,NA,2016-12-14 04:16:39,FALSE,NA,"808888408194056192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DavidAJohnsonJr",109,TRUE,FALSE,NA,NA,"Valdosta, GA","en","http://pbs.twimg.com/profile_images/641236818713821184/6UH19YHc_normal.jpg"
"319","#AmazonGo #consumer doubt: significant uneasiness about #Amazon’s cashier-less #grocery store https://t.co/kH08rF4BqE #futureofretail",FALSE,0,NA,2016-12-14 04:10:58,FALSE,NA,"808886978288685056",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","TheAndreCramer",0,FALSE,FALSE,NA,NA,"Cologne, Germany","en","http://pbs.twimg.com/profile_images/424152946872291328/XZ3EZPd2_normal.jpeg"
"320","RT @amazon: Introducing #AmazonGo, a new kind of store with no lines and no checkout. https://t.co/WMii0bWevi https://t.co/OmZdzobA5F",FALSE,0,NA,2016-12-14 04:09:36,FALSE,NA,"808886633911222273",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PrintJJ",21839,TRUE,FALSE,NA,NA,"","es","http://pbs.twimg.com/profile_images/687072565936963585/h9aY_0pi_normal.jpg"
"321","World's most advanced shopping experience #AmazonGo https://t.co/u7Ef1JTVyf",FALSE,0,NA,2016-12-14 04:03:50,FALSE,NA,"808885181989916672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Maroseism",0,FALSE,FALSE,NA,NA,"Järvenpää, Finland","en","http://pbs.twimg.com/profile_images/775179747072630784/V5hH8NOr_normal.jpg"
"322","Have you seen this? We @YPforBusiness think you should and retailers should pay attention. #AmazonGo  @yp… https://t.co/NtGBlmSWkV",FALSE,2,NA,2016-12-14 03:52:06,TRUE,NA,"808882229132886017",NA,"<a href=""http://smarp.com"" rel=""nofollow"">Smarp.</a>","bestofmel",0,FALSE,FALSE,NA,NA,"Jacksonville, FL","en","http://pbs.twimg.com/profile_images/767092822818164736/DfSK4rhH_normal.jpg"
"323","RT @robnagdalyan: Another Gamechanger in shopping technologies is coming in 2017 from @amazon as 'Amazon Go'. #AmazonGo",FALSE,0,NA,2016-12-14 03:51:29,FALSE,NA,"808882076271464448",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RobertEliz69",30,TRUE,FALSE,NA,NA,"","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png"
"324","RT @kevinschaff: #Amazongo (https://t.co/diy7k0OOa8)  for Amazon's stores, @Twystinc technology for yours. Twyst's Retail Sensor Platform e…",FALSE,0,NA,2016-12-14 03:45:17,FALSE,NA,"808880512920129536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Twystinc",2,TRUE,FALSE,NA,NA,"Greenwood Village, CO","en","http://pbs.twimg.com/profile_images/718533828814319616/_Thngibp_normal.jpg"
"325","RT @LEGIQN: LOLOLOL The Alpha test of  #AmazonGo be like https://t.co/dJ9UZfHCYT",FALSE,0,NA,2016-12-14 03:40:44,FALSE,NA,"808879367111770113",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VinceUpreti",111,TRUE,FALSE,NA,NA,"Tinley Park, IL","en","http://pbs.twimg.com/profile_images/766409801232506880/U-GGUqd0_normal.jpg"
"326","""Optimism and the Future of Jobs feat. Amazon Go"" https://t.co/mVTy8hchey by @Termuende on @LinkedIn #AmazonGo @amazon @STRATOFORTRESS9",FALSE,1,NA,2016-12-14 03:38:14,FALSE,NA,"808878740444807168",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","STRATOFORTRESS9",0,FALSE,FALSE,NA,NA,"LIMA - PERU","en","http://pbs.twimg.com/profile_images/427501572298256384/1RjRpBP4_normal.jpeg"
"327","THINK OF ALL HARD WORKING @Coles @woolworths EMPLOYEES BEFORE YOU ALLOW #AmazonGo STUFF UP R ECONOMY @TurnbullMalcom @LiberalAus #auspol",FALSE,0,NA,2016-12-14 03:19:25,FALSE,NA,"808874006409408512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hatchet_163",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/2488369868/a01bibadmzsun9upmvqr_normal.jpeg"
"328","RT @amazon: Introducing #AmazonGo, a new kind of store with no lines and no checkout. https://t.co/WMii0bWevi https://t.co/OmZdzobA5F",FALSE,0,NA,2016-12-14 03:15:59,FALSE,NA,"808873139165949952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rahafmam_",21839,TRUE,FALSE,NA,NA,"Kingdom of Saudi Arabia","en","http://pbs.twimg.com/profile_images/805756286059024384/AXjmnc-p_normal.jpg"
"329","How #AmazonGo will revolutionize #retail convenience - @markryski @cxChuck @mehalchin @herbsorensen @RetailDive… https://t.co/DaBFa8ZfSn",FALSE,2,NA,2016-12-14 03:14:42,TRUE,NA,"808872817504698372",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","ShopperMatters",2,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/684596585733427200/ncNVMKD__normal.png"
"330","#AmazonGo will be great for corrupt @LiberalAus &amp; their wealthy backers bank accounts, not so good for aussie jobs &amp; unemployment. #auspol",FALSE,0,NA,2016-12-14 03:14:39,FALSE,NA,"808872805617909764",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hatchet_163",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/2488369868/a01bibadmzsun9upmvqr_normal.jpeg"
"331","RT @robnagdalyan: Another Gamechanger in shopping technologies is coming in 2017 from @amazon as 'Amazon Go'. #AmazonGo",FALSE,0,NA,2016-12-14 03:14:11,FALSE,NA,"808872685769990145",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","LilLillyBlack",30,TRUE,FALSE,NA,NA,"Lakeland, FL","en","http://pbs.twimg.com/profile_images/772748796501438464/NSr7IRye_normal.jpg"
"332","#AmazonGo will be bad for Aus economy, worst for jobs &amp; worst for growth. But brilliant for cashed up corrupt libs bank balances #auspol",FALSE,0,NA,2016-12-14 03:10:23,FALSE,NA,"808871733281234944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hatchet_163",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/2488369868/a01bibadmzsun9upmvqr_normal.jpeg"
"333","#AmazonGo will prove Mr ""I'M ALL ABOUT JOBS"" @TurnbullMalcom is worst pm for getting aussies working &amp; best at protecting wealthy backers.",FALSE,0,NA,2016-12-14 03:01:46,FALSE,NA,"808869564897333248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hatchet_163",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/2488369868/a01bibadmzsun9upmvqr_normal.jpeg"
"334","If #AmazonGo are allowed to trade in Aus, @Coles @woolworths will follow suit at the cost of 100's of 1000's of aussie jobs. @TurnbullMalcom",FALSE,0,NA,2016-12-14 02:59:19,FALSE,NA,"808868948129107969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hatchet_163",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/2488369868/a01bibadmzsun9upmvqr_normal.jpeg"
"335","RT @robnagdalyan: Another Gamechanger in shopping technologies is coming in 2017 from @amazon as 'Amazon Go'. #AmazonGo",FALSE,0,NA,2016-12-14 02:59:03,FALSE,NA,"808868880798121984",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","neusyci",30,TRUE,FALSE,NA,NA,"","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_6_normal.png"
"336","RT @robnagdalyan: Another Gamechanger in shopping technologies is coming in 2017 from @amazon as 'Amazon Go'. #AmazonGo",FALSE,0,NA,2016-12-14 02:58:56,FALSE,NA,"808868847910584322",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ExoticPromoHD",30,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/721246278466703360/hcnuiZjd_normal.jpg"
"337","RT @RoosterTeeth: What would shopping look like if you could walk into a store, get what you want, and just... go? @Amazon #AmazonGo https:…",FALSE,0,NA,2016-12-14 02:57:40,FALSE,NA,"808868531601309697",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","teeesasaur",109,TRUE,FALSE,NA,NA,"I am a stegosaurus!","en","http://pbs.twimg.com/profile_images/789612433749016576/T0ckEyj4_normal.jpg"
"338","Aussies can afford to shop at #AmazonGo, its the 100's of 1000's of aussie jobs we can't afford. PATRIOTIC AUSSIES, TELL AMAZON TO ""F"" OFF",FALSE,0,NA,2016-12-14 02:56:59,FALSE,NA,"808868360712638464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hatchet_163",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/2488369868/a01bibadmzsun9upmvqr_normal.jpeg"
"339","So is Mr "" I'M ALL ABOUT #JOBS"" @TurnbullMalcom going to allow #AmazonGo change the way we shop at a COST of 100's of 1000's aussie jobs",FALSE,0,NA,2016-12-14 02:53:54,FALSE,NA,"808867584745447424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hatchet_163",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/2488369868/a01bibadmzsun9upmvqr_normal.jpeg"
"340","RT @amazon: Introducing #AmazonGo, a new kind of store with no lines and no checkout. https://t.co/WMii0bWevi https://t.co/OmZdzobA5F",FALSE,0,NA,2016-12-14 02:47:26,FALSE,NA,"808865956545953792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","white_owly",21839,TRUE,FALSE,NA,NA,"Melbourne","en","http://pbs.twimg.com/profile_images/654908716538445824/36kXzhQ__normal.jpg"
"341","RT @robnagdalyan: Another Gamechanger in shopping technologies is coming in 2017 from @amazon as 'Amazon Go'. #AmazonGo",FALSE,0,NA,2016-12-14 02:45:48,FALSE,NA,"808865543835054080",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","AaronBozz",30,TRUE,FALSE,NA,NA,"","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png"
"342","RT @RoosterTeeth: What would shopping look like if you could walk into a store, get what you want, and just... go? @Amazon #AmazonGo https:…",FALSE,0,NA,2016-12-14 02:45:30,FALSE,NA,"808865471097344001",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DViguana",109,TRUE,FALSE,NA,NA,"Hoth","en","http://pbs.twimg.com/profile_images/797496068720168961/gGGbYOyQ_normal.jpg"
"343","RT @RoosterTeeth: What would shopping look like if you could walk into a store, get what you want, and just... go? @Amazon #AmazonGo https:…",FALSE,0,NA,2016-12-14 02:32:59,FALSE,NA,"808862318712995840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","animeghoul24",109,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/784373904768806912/EuJnbSZO_normal.jpg"
"344","RT @robnagdalyan: Another Gamechanger in shopping technologies is coming in 2017 from @amazon as 'Amazon Go'. #AmazonGo",FALSE,0,NA,2016-12-14 02:29:35,FALSE,NA,"808861465063067648",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Ayanmalik143",30,TRUE,FALSE,NA,NA,"Pakistan","en","http://pbs.twimg.com/profile_images/808198721997512705/L0pMk58w_normal.jpg"
"345","RT @RoosterTeeth: What would shopping look like if you could walk into a store, get what you want, and just... go? @Amazon #AmazonGo https:…",FALSE,0,NA,2016-12-14 02:23:53,FALSE,NA,"808860027633147904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ninjazrule15",109,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/607015913821499394/yxrLE_Vm_normal.jpg"
"346","RT @RoosterTeeth: What would shopping look like if you could walk into a store, get what you want, and just... go? @Amazon #AmazonGo https:…",FALSE,0,NA,2016-12-14 02:17:07,FALSE,NA,"808858326784155649",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rwbys_Red_Army",109,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/690003602191060992/QPswlrvd_normal.jpg"
"347","RT @RoosterTeeth: What would shopping look like if you could walk into a store, get what you want, and just... go? @Amazon #AmazonGo https:…",FALSE,0,NA,2016-12-14 02:12:23,FALSE,NA,"808857135211806720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JakeSwyers",109,TRUE,FALSE,NA,NA,"St. Louis","en","http://pbs.twimg.com/profile_images/800118997178060800/d7Xy817R_normal.jpg"
"348","RT @RoosterTeeth: What would shopping look like if you could walk into a store, get what you want, and just... go? @Amazon #AmazonGo https:…",FALSE,0,NA,2016-12-14 01:53:31,FALSE,NA,"808852387762962433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZealousBed",109,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/668582824606347264/hMnq06r8_normal.jpg"
"349","RT @TCS_Digital: How #AmazonGo will revolutionize #retail convenience via @RetailDive https://t.co/RLTMGVxGeO",FALSE,0,NA,2016-12-14 01:52:03,FALSE,NA,"808852019561820160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GDusastre",1,TRUE,FALSE,NA,NA,"Toronto, Canada","en","http://pbs.twimg.com/profile_images/804774342/10105386reduced_normal.jpg"
"350","Introducing Amazon Go and the world’s most advanced shopping technology https://t.co/isMPhRRdIz via @YouTube #AmazonGo #TheFutureOfShopping",FALSE,0,NA,2016-12-14 01:31:03,FALSE,NA,"808846731207176192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MostlyRawMaia",0,FALSE,FALSE,NA,NA,"United States","en","http://pbs.twimg.com/profile_images/477569541921198081/mnvNX_Sz_normal.png"
"351","Interested in #AmazonGo and #retail #technology? We discussed computer vision, sensor fusion and deep learning! https://t.co/oKxhYUpHWS",FALSE,1,NA,2016-12-14 01:21:11,FALSE,NA,"808844250485952512",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","ringsdorff",0,FALSE,FALSE,NA,NA,"New York <U+2708><U+FE0F> Hannover","de","http://pbs.twimg.com/profile_images/804000956979511297/HAUQz5Fx_normal.jpg"
"352","RT @robnagdalyan: Another Gamechanger in shopping technologies is coming in 2017 from @amazon as 'Amazon Go'. #AmazonGo",FALSE,0,NA,2016-12-14 01:16:58,FALSE,NA,"808843188970647552",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","updatesoyluna",30,TRUE,FALSE,NA,NA,"C O L O M B I A ","es","http://pbs.twimg.com/profile_images/796081881649451008/QMRyR0Hj_normal.jpg"
"353","RT @RoosterTeeth: What would shopping look like if you could walk into a store, get what you want, and just... go? @Amazon #AmazonGo https:…",FALSE,0,NA,2016-12-14 01:13:44,FALSE,NA,"808842375468646404",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","S3XY_Hacker",109,TRUE,FALSE,NA,NA,"UNKNOWN","en","http://pbs.twimg.com/profile_images/809149440900603905/iB4pCsGC_normal.jpg"
"354","RT @RoosterTeeth: What would shopping look like if you could walk into a store, get what you want, and just... go? @Amazon #AmazonGo https:…",FALSE,0,NA,2016-12-14 01:08:09,FALSE,NA,"808840968468398082",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","beshi26",109,TRUE,FALSE,NA,NA,"","es","http://pbs.twimg.com/profile_images/796479890610589697/vnPDfVvZ_normal.jpg"
"355","Weve seen #AmazonGo now @panasonic drops a smart basket for more #Grocery automation #skeptical #in… https://t.co/O8nM50g0qB",FALSE,0,NA,2016-12-14 01:00:28,TRUE,NA,"808839037222092800",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","jeremiahjshea",0,FALSE,FALSE,NA,NA,"New York","en","http://pbs.twimg.com/profile_images/789566758013300736/V4Q2MTY5_normal.jpg"
"356","Have you seen this? We @YPforBusiness think you should and retailers should pay attention. #AmazonGo  @yp… https://t.co/g54VcNuw9L",FALSE,1,NA,2016-12-14 00:53:18,TRUE,NA,"808837231574183937",NA,"<a href=""http://smarp.com"" rel=""nofollow"">Smarp.</a>","bobbylobdell",0,FALSE,FALSE,NA,NA,"Rochester, MI","en","http://pbs.twimg.com/profile_images/1361520946/image_normal.jpg"
"357","RT @RoosterTeeth: What would shopping look like if you could walk into a store, get what you want, and just... go? @Amazon #AmazonGo https:…",FALSE,0,NA,2016-12-14 00:53:15,FALSE,NA,"808837222535413760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LEOS_STARLIGHT",109,TRUE,FALSE,NA,NA,"Tennessee ","en","http://pbs.twimg.com/profile_images/804552183165386752/IdiSs0tF_normal.jpg"
